image,D00,D10,D20,D40,combination,split
Japan_001513.jpg,0,1,0,0,D10,train
Japan_001940.jpg,0,0,0,0,NONE,train
Japan_004622.jpg,1,1,1,0,D00+D10+D20,train
Japan_011749.jpg,1,0,0,0,D00,train
Japan_003046.jpg,0,0,1,1,D20+D40,train
Japan_010274.jpg,0,0,1,0,D20,train
Japan_004747.jpg,0,0,0,0,NONE,train
Japan_013032.jpg,0,0,0,1,D40,train
Japan_011404.jpg,0,1,1,0,D10+D20,train
Japan_011791.jpg,1,0,0,0,D00,train
Japan_000785.jpg,0,0,0,0,NONE,train
Japan_011256.jpg,0,0,1,1,D20+D40,train
Japan_005502.jpg,0,0,1,0,D20,train
Japan_002604.jpg,0,0,0,0,NONE,train
Japan_002433.jpg,1,1,1,0,D00+D10+D20,train
Japan_006398.jpg,0,0,0,0,NONE,train
Japan_008773.jpg,0,0,0,0,NONE,train
Japan_009097.jpg,0,0,1,0,D20,train
Japan_003678.jpg,0,0,1,0,D20,train
Japan_006932.jpg,0,1,1,0,D10+D20,train
Japan_007881.jpg,0,0,0,0,NONE,train
Japan_011527.jpg,0,0,1,0,D20,train
Japan_007302.jpg,0,0,1,0,D20,train
Japan_003915.jpg,0,0,1,0,D20,train
Japan_012329.jpg,1,1,1,0,D00+D10+D20,train
Japan_000427.jpg,0,0,0,0,NONE,train
Japan_004088.jpg,0,0,0,0,NONE,train
Japan_006378.jpg,0,0,0,0,NONE,train
Japan_011599.jpg,0,0,0,0,NONE,train
Japan_009076.jpg,1,1,1,0,D00+D10+D20,train
Japan_002664.jpg,1,0,0,0,D00,train
Japan_011186.jpg,1,0,0,0,D00,train
Japan_002302.jpg,0,1,1,0,D10+D20,train
Japan_004960.jpg,1,0,0,0,D00,train
Japan_005170.jpg,0,0,0,0,NONE,train
Japan_000790.jpg,0,0,1,1,D20+D40,train
Japan_006889.jpg,0,0,0,0,NONE,train
Japan_009444.jpg,0,0,0,1,D40,train
Japan_004539.jpg,1,0,0,0,D00,train
Japan_008624.jpg,0,0,0,0,NONE,train
Japan_000129.jpg,0,0,0,1,D40,train
Japan_000158.jpg,0,0,1,0,D20,train
Japan_009454.jpg,0,0,0,1,D40,train
Japan_005406.jpg,0,0,0,0,NONE,train
Japan_008919.jpg,0,1,0,0,D10,train
Japan_003107.jpg,1,0,0,0,D00,train
Japan_010407.jpg,0,1,1,0,D10+D20,train
Japan_007467.jpg,1,0,0,0,D00,train
Japan_011211.jpg,0,0,1,0,D20,train
Japan_000143.jpg,0,0,0,0,NONE,train
Japan_007592.jpg,0,0,1,0,D20,train
Japan_000684.jpg,0,1,0,0,D10,train
Japan_000394.jpg,0,1,1,0,D10+D20,train
Japan_006480.jpg,0,1,1,0,D10+D20,train
Japan_010488.jpg,0,0,0,0,NONE,train
Japan_002331.jpg,0,0,1,0,D20,train
Japan_002118.jpg,0,0,0,0,NONE,train
Japan_010799.jpg,0,0,0,0,NONE,train
Japan_009617.jpg,0,1,1,0,D10+D20,train
Japan_010484.jpg,0,1,1,0,D10+D20,train
Japan_010257.jpg,0,1,1,0,D10+D20,train
Japan_000010.jpg,0,0,0,0,NONE,train
Japan_003106.jpg,0,0,1,0,D20,train
Japan_007832.jpg,1,0,1,0,D00+D20,train
Japan_011395.jpg,0,0,1,0,D20,train
Japan_012569.jpg,1,0,0,0,D00,train
Japan_010349.jpg,0,0,1,0,D20,train
Japan_006079.jpg,0,1,0,0,D10,train
Japan_009490.jpg,0,0,1,1,D20+D40,train
Japan_000022.jpg,0,0,0,0,NONE,train
Japan_006059.jpg,0,1,0,0,D10,train
Japan_001409.jpg,0,0,1,1,D20+D40,train
Japan_008006.jpg,1,0,0,0,D00,train
Japan_001437.jpg,1,1,1,0,D00+D10+D20,train
Japan_001499.jpg,0,0,1,0,D20,train
Japan_004948.jpg,1,0,0,0,D00,train
Japan_002592.jpg,1,0,0,0,D00,train
Japan_001326.jpg,0,0,1,0,D20,train
Japan_012401.jpg,0,0,1,0,D20,train
Japan_000012.jpg,0,0,1,0,D20,train
Japan_011332.jpg,0,1,0,0,D10,train
Japan_001553.jpg,0,0,0,0,NONE,train
Japan_000011.jpg,1,0,1,0,D00+D20,train
Japan_012419.jpg,0,0,0,0,NONE,train
Japan_003696.jpg,0,0,0,0,NONE,train
Japan_005355.jpg,0,1,1,0,D10+D20,train
Japan_010923.jpg,0,0,0,0,NONE,train
Japan_008808.jpg,0,0,1,0,D20,train
Japan_011489.jpg,1,1,0,0,D00+D10,train
Japan_005018.jpg,0,0,0,0,NONE,train
Japan_007243.jpg,0,0,0,0,NONE,train
Japan_007167.jpg,0,0,1,0,D20,train
Japan_003681.jpg,0,1,0,0,D10,train
Japan_004565.jpg,0,0,0,0,NONE,train
Japan_009215.jpg,0,0,1,1,D20+D40,train
Japan_004087.jpg,0,0,1,0,D20,train
Japan_001228.jpg,0,0,1,1,D20+D40,train
Japan_012150.jpg,1,0,0,0,D00,train
Japan_012346.jpg,0,0,0,0,NONE,train
Japan_000836.jpg,0,0,1,1,D20+D40,train
Japan_011026.jpg,0,1,0,0,D10,train
Japan_002570.jpg,0,0,1,0,D20,train
Japan_007029.jpg,1,0,0,0,D00,train
Japan_005000.jpg,0,0,1,0,D20,train
Japan_005673.jpg,0,0,1,0,D20,train
Japan_008713.jpg,0,1,1,0,D10+D20,train
Japan_001688.jpg,0,0,0,0,NONE,train
Japan_001629.jpg,1,1,0,0,D00+D10,train
Japan_007990.jpg,1,0,0,0,D00,train
Japan_007502.jpg,0,1,1,0,D10+D20,train
Japan_008333.jpg,0,0,1,0,D20,train
Japan_011900.jpg,0,0,0,0,NONE,train
Japan_008075.jpg,1,1,1,0,D00+D10+D20,train
Japan_010395.jpg,0,0,0,1,D40,train
Japan_007376.jpg,0,0,1,0,D20,train
Japan_010298.jpg,0,0,1,0,D20,train
Japan_007584.jpg,0,0,1,0,D20,train
Japan_009465.jpg,0,0,1,0,D20,train
Japan_000865.jpg,1,0,0,0,D00,train
Japan_010124.jpg,0,1,0,0,D10,train
Japan_012980.jpg,0,1,0,0,D10,train
Japan_008354.jpg,0,0,0,0,NONE,train
Japan_012377.jpg,0,0,0,0,NONE,train
Japan_007364.jpg,0,0,0,1,D40,train
Japan_005419.jpg,0,0,0,0,NONE,train
Japan_000743.jpg,0,0,1,1,D20+D40,train
Japan_006410.jpg,0,0,1,1,D20+D40,train
Japan_011023.jpg,0,0,1,0,D20,train
Japan_000480.jpg,0,0,1,0,D20,train
Japan_003022.jpg,0,0,1,0,D20,train
Japan_008465.jpg,0,0,0,0,NONE,train
Japan_009159.jpg,0,0,1,0,D20,train
Japan_011650.jpg,0,0,1,1,D20+D40,train
Japan_009302.jpg,0,1,1,0,D10+D20,train
Japan_010761.jpg,1,0,0,0,D00,train
Japan_003995.jpg,0,1,1,1,D10+D20+D40,train
Japan_004171.jpg,0,1,0,0,D10,train
Japan_010730.jpg,0,0,0,0,NONE,train
Japan_003965.jpg,0,0,1,0,D20,train
Japan_009316.jpg,1,0,0,0,D00,train
Japan_001599.jpg,0,0,0,0,NONE,train
Japan_002345.jpg,1,0,0,0,D00,train
Japan_000873.jpg,1,0,0,0,D00,train
Japan_006282.jpg,1,0,1,0,D00+D20,train
Japan_006519.jpg,1,1,0,0,D00+D10,train
Japan_010796.jpg,0,0,0,0,NONE,train
Japan_003313.jpg,0,0,0,0,NONE,train
Japan_009940.jpg,1,0,0,0,D00,train
Japan_012135.jpg,0,0,0,0,NONE,train
Japan_006730.jpg,0,0,0,0,NONE,train
Japan_008050.jpg,0,0,1,1,D20+D40,train
Japan_005006.jpg,0,0,1,0,D20,train
Japan_003444.jpg,0,0,1,0,D20,train
Japan_006986.jpg,0,0,0,0,NONE,train
Japan_002929.jpg,1,1,0,0,D00+D10,train
Japan_001449.jpg,0,0,1,0,D20,train
Japan_008965.jpg,0,0,0,0,NONE,train
Japan_001515.jpg,0,1,0,0,D10,train
Japan_007429.jpg,1,0,0,0,D00,train
Japan_007709.jpg,0,0,1,0,D20,train
Japan_001096.jpg,0,1,1,0,D10+D20,train
Japan_011374.jpg,0,0,0,1,D40,train
Japan_007370.jpg,0,0,1,0,D20,train
Japan_005375.jpg,1,0,0,0,D00,train
Japan_009318.jpg,0,0,1,1,D20+D40,train
Japan_012268.jpg,1,0,0,0,D00,train
Japan_000387.jpg,0,0,0,0,NONE,train
Japan_007626.jpg,1,0,1,0,D00+D20,train
Japan_009173.jpg,0,0,0,0,NONE,train
Japan_009546.jpg,0,0,0,1,D40,train
Japan_001360.jpg,1,0,1,0,D00+D20,train
Japan_001380.jpg,0,0,0,0,NONE,train
Japan_004799.jpg,0,1,0,0,D10,train
Japan_008243.jpg,1,0,1,0,D00+D20,train
Japan_009638.jpg,1,1,1,0,D00+D10+D20,train
Japan_012371.jpg,0,0,1,0,D20,train
Japan_009357.jpg,0,0,0,0,NONE,train
Japan_004275.jpg,0,0,1,0,D20,train
Japan_003299.jpg,1,0,1,0,D00+D20,train
Japan_003940.jpg,0,0,0,0,NONE,train
Japan_009863.jpg,1,0,0,0,D00,train
Japan_008585.jpg,0,0,0,0,NONE,train
Japan_001320.jpg,0,1,0,0,D10,train
Japan_000850.jpg,0,0,0,0,NONE,train
Japan_011100.jpg,0,0,0,0,NONE,train
Japan_012375.jpg,0,0,0,0,NONE,train
Japan_006766.jpg,0,0,0,0,NONE,train
Japan_009918.jpg,1,0,0,0,D00,train
Japan_010863.jpg,0,1,1,0,D10+D20,train
Japan_001977.jpg,0,0,1,0,D20,train
Japan_004676.jpg,0,0,0,1,D40,train
Japan_005158.jpg,0,0,0,0,NONE,train
Japan_008344.jpg,1,0,0,0,D00,train
Japan_001007.jpg,1,1,0,0,D00+D10,train
Japan_003431.jpg,0,0,1,1,D20+D40,train
Japan_004582.jpg,0,0,1,0,D20,train
Japan_010382.jpg,0,0,1,0,D20,train
Japan_004872.jpg,0,0,1,0,D20,train
Japan_000176.jpg,0,0,1,0,D20,train
Japan_008835.jpg,0,0,1,0,D20,train
Japan_009484.jpg,0,0,0,1,D40,train
Japan_004923.jpg,0,1,1,0,D10+D20,train
Japan_007457.jpg,0,0,1,0,D20,train
Japan_006584.jpg,0,0,0,0,NONE,train
Japan_010741.jpg,1,1,0,0,D00+D10,train
Japan_000613.jpg,1,0,0,0,D00,train
Japan_005254.jpg,0,0,0,0,NONE,train
Japan_000757.jpg,0,0,0,0,NONE,train
Japan_004890.jpg,0,0,1,0,D20,train
Japan_002474.jpg,1,0,1,0,D00+D20,train
Japan_007876.jpg,0,0,0,0,NONE,train
Japan_001522.jpg,1,1,0,0,D00+D10,train
Japan_004515.jpg,0,0,1,0,D20,train
Japan_012463.jpg,0,0,1,0,D20,train
Japan_007776.jpg,0,0,1,0,D20,train
Japan_001371.jpg,1,0,0,0,D00,train
Japan_003580.jpg,0,0,1,0,D20,train
Japan_005665.jpg,0,0,0,0,NONE,train
Japan_012121.jpg,0,0,1,0,D20,train
Japan_011087.jpg,0,0,0,0,NONE,train
Japan_008780.jpg,1,0,1,0,D00+D20,train
Japan_000372.jpg,1,0,0,0,D00,train
Japan_000718.jpg,0,0,0,0,NONE,train
Japan_000070.jpg,0,1,0,0,D10,train
Japan_007061.jpg,0,0,1,1,D20+D40,train
Japan_012200.jpg,1,1,0,0,D00+D10,train
Japan_007206.jpg,1,1,0,0,D00+D10,train
Japan_009892.jpg,0,0,0,0,NONE,train
Japan_012662.jpg,1,1,0,0,D00+D10,train
Japan_006315.jpg,0,0,0,0,NONE,train
Japan_010561.jpg,0,0,0,1,D40,train
Japan_002477.jpg,0,0,1,0,D20,train
Japan_000778.jpg,0,1,1,0,D10+D20,train
Japan_001073.jpg,0,0,0,0,NONE,train
Japan_002183.jpg,1,0,0,0,D00,train
Japan_000980.jpg,0,0,1,0,D20,train
Japan_002001.jpg,0,0,1,0,D20,train
Japan_002133.jpg,0,0,1,1,D20+D40,train
Japan_007468.jpg,0,0,0,0,NONE,train
Japan_013111.jpg,0,0,1,0,D20,train
Japan_006139.jpg,0,1,0,0,D10,train
Japan_006898.jpg,1,1,0,0,D00+D10,train
Japan_007863.jpg,1,1,0,0,D00+D10,train
Japan_005994.jpg,0,0,1,0,D20,train
Japan_002986.jpg,0,1,0,0,D10,train
Japan_002872.jpg,0,0,0,0,NONE,train
Japan_007485.jpg,0,0,1,0,D20,train
Japan_001795.jpg,0,0,0,0,NONE,train
Japan_000471.jpg,1,0,1,0,D00+D20,train
Japan_001084.jpg,1,0,0,0,D00,train
Japan_008139.jpg,1,1,0,0,D00+D10,train
Japan_005895.jpg,0,0,0,0,NONE,train
Japan_000695.jpg,0,0,1,0,D20,train
Japan_010997.jpg,0,0,0,0,NONE,train
Japan_010922.jpg,0,0,1,0,D20,train
Japan_007168.jpg,0,0,1,0,D20,train
Japan_004356.jpg,0,1,1,0,D10+D20,train
Japan_002400.jpg,0,0,1,0,D20,train
Japan_008341.jpg,0,1,0,0,D10,train
Japan_012097.jpg,0,0,0,0,NONE,train
Japan_004999.jpg,0,1,1,0,D10+D20,train
Japan_011066.jpg,0,0,1,0,D20,train
Japan_008485.jpg,0,0,1,0,D20,train
Japan_003421.jpg,0,0,1,0,D20,train
Japan_010031.jpg,0,0,0,0,NONE,train
Japan_008748.jpg,0,1,1,0,D10+D20,train
Japan_009506.jpg,0,0,0,1,D40,train
Japan_001921.jpg,0,0,0,1,D40,train
Japan_010994.jpg,0,1,1,0,D10+D20,train
Japan_012254.jpg,1,0,0,0,D00,train
Japan_008619.jpg,0,0,0,0,NONE,train
Japan_002055.jpg,0,1,0,0,D10,train
Japan_004787.jpg,0,0,0,0,NONE,train
Japan_008345.jpg,0,1,0,0,D10,train
Japan_000632.jpg,0,0,1,0,D20,train
Japan_006029.jpg,0,0,1,1,D20+D40,train
Japan_002063.jpg,1,0,0,0,D00,train
Japan_007021.jpg,1,1,1,0,D00+D10+D20,train
Japan_000423.jpg,0,0,0,1,D40,train
Japan_007652.jpg,0,0,1,0,D20,train
Japan_012369.jpg,1,0,0,0,D00,train
Japan_005676.jpg,1,1,0,0,D00+D10,train
Japan_000097.jpg,0,1,1,0,D10+D20,train
Japan_005792.jpg,0,0,0,0,NONE,train
Japan_013054.jpg,1,1,1,0,D00+D10+D20,train
Japan_009684.jpg,0,0,1,1,D20+D40,train
Japan_009754.jpg,0,0,0,0,NONE,train
Japan_011061.jpg,0,0,1,0,D20,train
Japan_012129.jpg,0,0,0,0,NONE,train
Japan_002566.jpg,1,0,0,0,D00,train
Japan_000588.jpg,1,0,0,0,D00,train
Japan_009225.jpg,0,0,0,0,NONE,train
Japan_012706.jpg,0,0,1,0,D20,train
Japan_003390.jpg,0,0,1,0,D20,train
Japan_001536.jpg,0,0,1,0,D20,train
Japan_002383.jpg,0,0,0,0,NONE,train
Japan_001301.jpg,0,0,1,1,D20+D40,train
Japan_010596.jpg,0,0,1,0,D20,train
Japan_012050.jpg,0,1,0,0,D10,train
Japan_002693.jpg,0,0,1,0,D20,train
Japan_005522.jpg,0,0,0,0,NONE,train
Japan_008614.jpg,0,0,1,1,D20+D40,train
Japan_009050.jpg,0,0,1,0,D20,train
Japan_011610.jpg,0,0,1,1,D20+D40,train
Japan_001793.jpg,0,0,1,1,D20+D40,train
Japan_005107.jpg,0,0,0,0,NONE,train
Japan_003160.jpg,1,0,0,0,D00,train
Japan_007140.jpg,0,0,0,0,NONE,train
Japan_005183.jpg,1,1,1,0,D00+D10+D20,train
Japan_013025.jpg,0,1,0,0,D10,train
Japan_009242.jpg,0,0,0,0,NONE,train
Japan_004639.jpg,0,0,0,0,NONE,train
Japan_001027.jpg,0,1,0,1,D10+D40,train
Japan_001614.jpg,0,0,1,0,D20,train
Japan_008972.jpg,1,0,0,0,D00,train
Japan_012197.jpg,1,0,1,0,D00+D20,train
Japan_006941.jpg,0,0,0,0,NONE,train
Japan_010995.jpg,1,0,0,0,D00,train
Japan_003197.jpg,1,0,0,0,D00,train
Japan_004509.jpg,0,0,0,0,NONE,train
Japan_012747.jpg,0,1,0,1,D10+D40,train
Japan_010534.jpg,0,0,1,0,D20,train
Japan_004107.jpg,1,0,0,0,D00,train
Japan_008406.jpg,0,0,1,0,D20,train
Japan_006888.jpg,0,0,1,0,D20,train
Japan_004597.jpg,1,0,1,0,D00+D20,train
Japan_000713.jpg,1,0,0,0,D00,train
Japan_003310.jpg,1,1,0,0,D00+D10,train
Japan_010590.jpg,1,0,0,0,D00,train
Japan_010239.jpg,1,1,0,0,D00+D10,train
Japan_001140.jpg,1,0,0,0,D00,train
Japan_006399.jpg,0,0,0,0,NONE,train
Japan_006261.jpg,0,0,0,0,NONE,train
Japan_002298.jpg,0,0,1,0,D20,train
Japan_002240.jpg,0,0,1,1,D20+D40,train
Japan_012724.jpg,0,0,1,1,D20+D40,train
Japan_002709.jpg,0,0,1,0,D20,train
Japan_001609.jpg,0,0,0,0,NONE,train
Japan_010577.jpg,0,0,1,0,D20,train
Japan_004199.jpg,1,0,0,0,D00,train
Japan_012948.jpg,1,1,0,0,D00+D10,train
Japan_003876.jpg,0,0,0,0,NONE,train
Japan_004560.jpg,0,0,0,0,NONE,train
Japan_011939.jpg,0,0,1,0,D20,train
Japan_003194.jpg,0,0,1,0,D20,train
Japan_012241.jpg,1,0,0,0,D00,train
Japan_009488.jpg,0,1,1,0,D10+D20,train
Japan_009534.jpg,0,0,0,0,NONE,train
Japan_008560.jpg,1,1,1,0,D00+D10+D20,train
Japan_002081.jpg,0,0,0,0,NONE,train
Japan_008990.jpg,0,0,1,1,D20+D40,train
Japan_005124.jpg,0,1,1,0,D10+D20,train
Japan_007802.jpg,0,0,0,0,NONE,train
Japan_013033.jpg,0,0,0,0,NONE,train
Japan_009972.jpg,0,0,0,0,NONE,train
Japan_003210.jpg,1,0,0,0,D00,train
Japan_008296.jpg,1,0,0,0,D00,train
Japan_001848.jpg,0,0,0,0,NONE,train
Japan_004911.jpg,0,0,0,0,NONE,train
Japan_006598.jpg,0,1,1,0,D10+D20,train
Japan_000130.jpg,1,0,0,0,D00,train
Japan_003821.jpg,1,0,0,0,D00,train
Japan_008905.jpg,0,0,0,0,NONE,train
Japan_005984.jpg,1,0,0,0,D00,train
Japan_005251.jpg,1,0,0,0,D00,train
Japan_008152.jpg,0,0,0,0,NONE,train
Japan_010980.jpg,0,0,1,0,D20,train
Japan_003805.jpg,0,0,0,0,NONE,train
Japan_001858.jpg,0,1,1,0,D10+D20,train
Japan_003576.jpg,1,0,0,0,D00,train
Japan_001957.jpg,1,0,0,0,D00,train
Japan_011943.jpg,1,0,0,0,D00,train
Japan_007049.jpg,0,0,0,0,NONE,train
Japan_004689.jpg,0,0,1,1,D20+D40,train
Japan_004270.jpg,1,0,0,0,D00,train
Japan_008191.jpg,0,0,0,0,NONE,train
Japan_007227.jpg,0,0,1,0,D20,train
Japan_008187.jpg,1,0,0,0,D00,train
Japan_004148.jpg,0,0,1,0,D20,train
Japan_006786.jpg,0,0,1,0,D20,train
Japan_003667.jpg,1,0,0,0,D00,train
Japan_009897.jpg,1,1,1,0,D00+D10+D20,train
Japan_007666.jpg,0,0,0,0,NONE,train
Japan_002692.jpg,0,0,0,0,NONE,train
Japan_008030.jpg,0,0,1,0,D20,train
Japan_012088.jpg,0,0,1,0,D20,train
Japan_009790.jpg,1,0,0,0,D00,train
Japan_007520.jpg,0,0,0,0,NONE,train
Japan_012599.jpg,0,0,1,0,D20,train
Japan_008228.jpg,0,0,1,1,D20+D40,train
Japan_001618.jpg,0,0,1,0,D20,train
Japan_007476.jpg,0,0,1,0,D20,train
Japan_009750.jpg,0,0,0,0,NONE,train
Japan_001109.jpg,0,0,1,1,D20+D40,train
Japan_001836.jpg,0,0,0,0,NONE,train
Japan_008625.jpg,0,1,0,0,D10,train
Japan_000709.jpg,0,0,1,1,D20+D40,train
Japan_001003.jpg,0,0,0,0,NONE,train
Japan_006318.jpg,1,0,1,1,D00+D20+D40,train
Japan_002314.jpg,0,0,1,0,D20,train
Japan_006481.jpg,0,1,1,0,D10+D20,train
Japan_006212.jpg,0,0,0,0,NONE,train
Japan_000526.jpg,0,0,0,1,D40,train
Japan_010487.jpg,0,0,1,0,D20,train
Japan_003168.jpg,0,0,0,0,NONE,train
Japan_005628.jpg,0,0,1,1,D20+D40,train
Japan_006243.jpg,0,0,1,1,D20+D40,train
Japan_004920.jpg,0,0,1,0,D20,train
Japan_002483.jpg,0,0,1,0,D20,train
Japan_003698.jpg,0,0,1,0,D20,train
Japan_005009.jpg,0,0,0,0,NONE,train
Japan_001019.jpg,0,0,0,0,NONE,train
Japan_000062.jpg,0,0,0,1,D40,train
Japan_009026.jpg,1,1,1,0,D00+D10+D20,train
Japan_002951.jpg,1,1,0,0,D00+D10,train
Japan_008009.jpg,0,0,1,0,D20,train
Japan_003439.jpg,0,0,1,0,D20,train
Japan_009127.jpg,1,1,1,0,D00+D10+D20,train
Japan_008673.jpg,1,0,1,0,D00+D20,train
Japan_006446.jpg,1,1,0,0,D00+D10,train
Japan_000871.jpg,0,0,1,0,D20,train
Japan_010807.jpg,0,0,1,0,D20,train
Japan_010360.jpg,0,1,0,0,D10,train
Japan_003551.jpg,1,1,0,0,D00+D10,train
Japan_001855.jpg,0,0,0,0,NONE,train
Japan_005737.jpg,1,0,0,0,D00,train
Japan_001973.jpg,0,0,0,0,NONE,train
Japan_003470.jpg,0,0,1,1,D20+D40,train
Japan_009695.jpg,0,0,0,0,NONE,train
Japan_012192.jpg,0,0,1,0,D20,train
Japan_009621.jpg,0,0,0,0,NONE,train
Japan_004887.jpg,1,0,0,0,D00,train
Japan_007692.jpg,0,1,1,0,D10+D20,train
Japan_007949.jpg,0,0,1,0,D20,train
Japan_001935.jpg,0,0,1,0,D20,train
Japan_010625.jpg,0,0,1,0,D20,train
Japan_008701.jpg,0,0,1,0,D20,train
Japan_010397.jpg,0,1,1,0,D10+D20,train
Japan_005273.jpg,0,0,1,0,D20,train
Japan_002307.jpg,0,0,1,0,D20,train
Japan_010605.jpg,0,1,0,0,D10,train
Japan_007073.jpg,0,0,0,0,NONE,train
Japan_005564.jpg,0,0,1,0,D20,train
Japan_003123.jpg,0,0,0,0,NONE,train
Japan_001738.jpg,0,0,0,0,NONE,train
Japan_002503.jpg,0,0,0,0,NONE,train
Japan_007706.jpg,0,0,0,0,NONE,train
Japan_005209.jpg,1,0,0,0,D00,train
Japan_009290.jpg,0,0,1,0,D20,train
Japan_007127.jpg,0,1,1,0,D10+D20,train
Japan_009409.jpg,0,0,1,1,D20+D40,train
Japan_009396.jpg,1,0,0,0,D00,train
Japan_003700.jpg,0,0,0,0,NONE,train
Japan_007180.jpg,1,0,0,0,D00,train
Japan_011678.jpg,1,1,0,0,D00+D10,train
Japan_011539.jpg,0,0,1,0,D20,train
Japan_008308.jpg,1,0,0,0,D00,train
Japan_001812.jpg,0,0,0,0,NONE,train
Japan_002646.jpg,0,0,0,0,NONE,train
Japan_009397.jpg,1,0,1,0,D00+D20,train
Japan_002916.jpg,0,0,1,0,D20,train
Japan_012973.jpg,0,0,1,0,D20,train
Japan_013043.jpg,0,0,0,1,D40,train
Japan_000353.jpg,0,1,1,0,D10+D20,train
Japan_012195.jpg,0,0,1,0,D20,train
Japan_000936.jpg,0,0,1,0,D20,train
Japan_007330.jpg,0,0,1,0,D20,train
Japan_012517.jpg,0,0,1,1,D20+D40,train
Japan_003301.jpg,0,0,0,0,NONE,train
Japan_012563.jpg,0,1,1,0,D10+D20,train
Japan_006201.jpg,1,0,0,0,D00,train
Japan_011729.jpg,0,0,1,0,D20,train
Japan_001042.jpg,1,0,0,0,D00,train
Japan_010047.jpg,0,0,1,0,D20,train
Japan_003255.jpg,0,0,1,1,D20+D40,train
Japan_007432.jpg,1,0,0,0,D00,train
Japan_003644.jpg,1,0,1,0,D00+D20,train
Japan_004201.jpg,0,0,0,0,NONE,train
Japan_005434.jpg,0,0,0,0,NONE,train
Japan_000008.jpg,0,0,0,0,NONE,train
Japan_008862.jpg,1,1,1,0,D00+D10+D20,train
Japan_000274.jpg,0,0,0,0,NONE,train
Japan_002478.jpg,1,1,0,0,D00+D10,train
Japan_005900.jpg,0,1,0,0,D10,train
Japan_009929.jpg,0,0,0,1,D40,train
Japan_011605.jpg,1,1,0,0,D00+D10,train
Japan_004526.jpg,1,1,0,0,D00+D10,train
Japan_000883.jpg,0,0,1,0,D20,train
Japan_011383.jpg,0,0,1,0,D20,train
Japan_009285.jpg,0,0,0,0,NONE,train
Japan_005069.jpg,0,1,0,0,D10,train
Japan_000630.jpg,1,1,1,0,D00+D10+D20,train
Japan_003452.jpg,1,1,1,0,D00+D10+D20,train
Japan_012643.jpg,0,0,1,0,D20,train
Japan_007189.jpg,0,0,0,0,NONE,train
Japan_007129.jpg,0,0,1,1,D20+D40,train
Japan_005264.jpg,0,0,1,1,D20+D40,train
Japan_001961.jpg,0,0,1,0,D20,train
Japan_004412.jpg,0,0,0,0,NONE,train
Japan_005085.jpg,1,0,0,0,D00,train
Japan_001878.jpg,0,0,1,1,D20+D40,train
Japan_006549.jpg,1,0,0,0,D00,train
Japan_002458.jpg,0,0,1,0,D20,train
Japan_009992.jpg,0,0,1,0,D20,train
Japan_003295.jpg,0,0,0,0,NONE,train
Japan_011125.jpg,0,0,1,0,D20,train
Japan_003537.jpg,1,0,0,0,D00,train
Japan_001767.jpg,1,0,0,0,D00,train
Japan_010578.jpg,0,0,1,1,D20+D40,train
Japan_009418.jpg,0,0,0,0,NONE,train
Japan_009655.jpg,1,1,0,0,D00+D10,train
Japan_002174.jpg,0,0,0,0,NONE,train
